"X","participant","gender","age","language","logical_training","trial_type","card_type","guess_type","card","guess","response","aim","comments","response_type"
1137,"anon55","no_answer",28,"English","No","X_XorY","X","XorY","cat","catordog","right","","","binary"
1138,"anon55","no_answer",28,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","","","binary"
1139,"anon55","no_answer",28,"English","No","XY_Z","XY","Z","catdog","ele","wrong","","","binary"
1140,"anon55","no_answer",28,"English","No","X_XandY","X","XandY","ele","catandele","wrong","","","binary"
1141,"anon55","no_answer",28,"English","No","X_XandY","X","XandY","cat","catanddog","wrong","","","binary"
1142,"anon55","no_answer",28,"English","No","XY_X","XY","X","catele","cat","right","","","binary"
1143,"anon55","no_answer",28,"English","No","X_Z","X","Z","ele","cat","wrong","","","binary"
1144,"anon55","no_answer",28,"English","No","XY_Z","XY","Z","catele","dog","wrong","","","binary"
1145,"anon55","no_answer",28,"English","No","X_X","X","X","dog","dog","right","","","binary"
1146,"anon55","no_answer",28,"English","No","XY_X","XY","X","dogele","dog","right","","","binary"
1147,"anon55","no_answer",28,"English","No","XY_XandY","XY","XandY","catele","catandele","right","","","binary"
1148,"anon55","no_answer",28,"English","No","X_X","X","X","cat","cat","right","","","binary"
1149,"anon55","no_answer",28,"English","No","XY_X","XY","X","catele","ele","right","","","binary"
1150,"anon55","no_answer",28,"English","No","XY_XorY","XY","XorY","catele","catorele","right","","","binary"
1151,"anon55","no_answer",28,"English","No","X_X","X","X","ele","ele","right","","","binary"
1152,"anon55","no_answer",28,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","","","binary"
1153,"anon56","male",30,"English","No","XY_X","XY","X","dogele","ele","right","I am not sure.","N/A","binary"
1154,"anon56","male",30,"English","No","X_X","X","X","dog","dog","right","I am not sure.","N/A","binary"
1155,"anon56","male",30,"English","No","X_XorY","X","XorY","ele","dogorele","right","I am not sure.","N/A","binary"
1156,"anon56","male",30,"English","No","XY_X","XY","X","catdog","dog","right","I am not sure.","N/A","binary"
1157,"anon56","male",30,"English","No","X_XorY","X","XorY","ele","catorele","right","I am not sure.","N/A","binary"
1158,"anon56","male",30,"English","No","X_Z","X","Z","dog","cat","wrong","I am not sure.","N/A","binary"
1159,"anon56","male",30,"English","No","XY_XorY","XY","XorY","catele","catorele","right","I am not sure.","N/A","binary"
1160,"anon56","male",30,"English","No","X_X","X","X","cat","cat","right","I am not sure.","N/A","binary"
1161,"anon56","male",30,"English","No","XY_XandY","XY","XandY","catele","catandele","right","I am not sure.","N/A","binary"
1162,"anon56","male",30,"English","No","X_XandY","X","XandY","dog","catanddog","wrong","I am not sure.","N/A","binary"
1163,"anon56","male",30,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","I am not sure.","N/A","binary"
1164,"anon56","male",30,"English","No","X_XorY","X","XorY","dog","dogorele","right","I am not sure.","N/A","binary"
1165,"anon56","male",30,"English","No","X_Z","X","Z","ele","dog","wrong","I am not sure.","N/A","binary"
1166,"anon56","male",30,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","I am not sure.","N/A","binary"
1167,"anon56","male",30,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","I am not sure.","N/A","binary"
1168,"anon56","male",30,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","I am not sure.","N/A","binary"
1169,"anon56","male",30,"English","No","XY_Z","XY","Z","dogele","cat","wrong","I am not sure.","N/A","binary"
1170,"anon56","male",30,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","I am not sure.","N/A","binary"
1171,"anon56","male",30,"English","No","X_XandY","X","XandY","cat","catanddog","right","I am not sure.","N/A","binary"
1172,"anon56","male",30,"English","No","X_X","X","X","ele","ele","right","I am not sure.","N/A","binary"
1173,"anon56","male",30,"English","No","X_Z","X","Z","cat","dog","wrong","I am not sure.","N/A","binary"
1174,"anon56","male",30,"English","No","XY_X","XY","X","catdog","cat","right","I am not sure.","N/A","binary"
1175,"anon56","male",30,"English","No","XY_Z","XY","Z","catdog","ele","wrong","I am not sure.","N/A","binary"
1176,"anon56","male",30,"English","No","XY_Z","XY","Z","catele","dog","wrong","I am not sure.","N/A","binary"
1201,"anon58","male",22,"english","No","X_XorY","X","XorY","dog","dogorele","right","I don't know","no","quatenary"
1202,"anon58","male",22,"english","No","XY_Z","XY","Z","dogele","cat","wrong","I don't know","no","quatenary"
1203,"anon58","male",22,"english","No","XY_XandY","XY","XandY","catele","catandele","right","I don't know","no","quatenary"
1204,"anon58","male",22,"english","No","X_X","X","X","dog","dog","right","I don't know","no","quatenary"
1205,"anon58","male",22,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","I don't know","no","quatenary"
1206,"anon58","male",22,"english","No","XY_X","XY","X","catdog","dog","right","I don't know","no","quatenary"
1207,"anon58","male",22,"english","No","X_Z","X","Z","cat","dog","wrong","I don't know","no","quatenary"
1208,"anon58","male",22,"english","No","X_XandY","X","XandY","cat","catanddog","wrong","I don't know","no","quatenary"
1209,"anon58","male",22,"english","No","X_XorY","X","XorY","dog","catordog","right","I don't know","no","quatenary"
1210,"anon58","male",22,"english","No","XY_X","XY","X","catele","ele","right","I don't know","no","quatenary"
1211,"anon58","male",22,"english","No","X_Z","X","Z","ele","dog","wrong","I don't know","no","quatenary"
1212,"anon58","male",22,"english","No","X_X","X","X","cat","cat","right","I don't know","no","quatenary"
1213,"anon58","male",22,"english","No","XY_Z","XY","Z","catele","dog","wrong","I don't know","no","quatenary"
1214,"anon58","male",22,"english","No","X_Z","X","Z","cat","ele","wrong","I don't know","no","quatenary"
1215,"anon58","male",22,"english","No","XY_XorY","XY","XorY","catele","catorele","wrong","I don't know","no","quatenary"
1216,"anon58","male",22,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","I don't know","no","quatenary"
1217,"anon58","male",22,"english","No","XY_Z","XY","Z","catdog","ele","wrong","I don't know","no","quatenary"
1218,"anon58","male",22,"english","No","XY_XorY","XY","XorY","dogele","dogorele","wrong","I don't know","no","quatenary"
1219,"anon58","male",22,"english","No","X_XorY","X","XorY","ele","dogorele","right","I don't know","no","quatenary"
1220,"anon58","male",22,"english","No","XY_XorY","XY","XorY","catdog","catordog","wrong","I don't know","no","quatenary"
1221,"anon58","male",22,"english","No","X_XandY","X","XandY","ele","dogandele","wrong","I don't know","no","quatenary"
1222,"anon58","male",22,"english","No","X_XandY","X","XandY","dog","catanddog","wrong","I don't know","no","quatenary"
1223,"anon58","male",22,"english","No","XY_X","XY","X","dogele","dog","right","I don't know","no","quatenary"
1224,"anon58","male",22,"english","No","X_X","X","X","ele","ele","right","I don't know","no","quatenary"
1225,"anon59","female",37,"English","No","X_X","X","X","ele","ele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1226,"anon59","female",37,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1227,"anon59","female",37,"English","No","XY_XandY","XY","XandY","catele","catandele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1228,"anon59","female",37,"English","No","XY_X","XY","X","catele","cat","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1229,"anon59","female",37,"English","No","X_XandY","X","XandY","cat","catandele","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1230,"anon59","female",37,"English","No","XY_Z","XY","Z","catdog","ele","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1231,"anon59","female",37,"English","No","XY_Z","XY","Z","dogele","cat","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1232,"anon59","female",37,"English","No","X_XorY","X","XorY","ele","dogorele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1233,"anon59","female",37,"English","No","XY_XorY","XY","XorY","catele","catorele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1234,"anon59","female",37,"English","No","X_XandY","X","XandY","cat","catanddog","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1235,"anon59","female",37,"English","No","XY_Z","XY","Z","catele","dog","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1236,"anon59","female",37,"English","No","X_XorY","X","XorY","cat","catordog","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1237,"anon59","female",37,"English","No","X_Z","X","Z","cat","ele","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1238,"anon59","female",37,"English","No","X_X","X","X","dog","dog","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1239,"anon59","female",37,"English","No","X_XorY","X","XorY","cat","catorele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1240,"anon59","female",37,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1241,"anon59","female",37,"English","No","XY_X","XY","X","catele","ele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1242,"anon59","female",37,"English","No","XY_X","XY","X","catdog","dog","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1243,"anon59","female",37,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1244,"anon59","female",37,"English","No","X_Z","X","Z","ele","cat","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1245,"anon59","female",37,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1246,"anon59","female",37,"English","No","X_X","X","X","cat","cat","right","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1247,"anon59","female",37,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1248,"anon59","female",37,"English","No","X_Z","X","Z","dog","cat","wrong","To learn how people determine if a statement is correct based on how the statement is written.","No issues.","binary"
1249,"anon6","female",28,"english","Yes","X_X","X","X","dog","dog","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1250,"anon6","female",28,"english","Yes","X_XandY","X","XandY","cat","catandele","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1251,"anon6","female",28,"english","Yes","XY_XorY","XY","XorY","catdog","catordog","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1252,"anon6","female",28,"english","Yes","X_X","X","X","cat","cat","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1253,"anon6","female",28,"english","Yes","XY_X","XY","X","dogele","dog","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1254,"anon6","female",28,"english","Yes","X_Z","X","Z","cat","ele","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1255,"anon6","female",28,"english","Yes","XY_XandY","XY","XandY","catele","catandele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1256,"anon6","female",28,"english","Yes","XY_XandY","XY","XandY","catdog","catanddog","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1257,"anon6","female",28,"english","Yes","X_X","X","X","ele","ele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1258,"anon6","female",28,"english","Yes","X_XandY","X","XandY","dog","catanddog","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1259,"anon6","female",28,"english","Yes","XY_Z","XY","Z","catele","dog","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1260,"anon6","female",28,"english","Yes","XY_Z","XY","Z","dogele","cat","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1261,"anon6","female",28,"english","Yes","X_Z","X","Z","ele","dog","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1262,"anon6","female",28,"english","Yes","X_XorY","X","XorY","ele","catorele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1263,"anon6","female",28,"english","Yes","X_XorY","X","XorY","cat","catorele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1264,"anon6","female",28,"english","Yes","X_XandY","X","XandY","ele","dogandele","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1265,"anon6","female",28,"english","Yes","XY_XorY","XY","XorY","catele","catorele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1266,"anon6","female",28,"english","Yes","X_XorY","X","XorY","dog","catordog","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1267,"anon6","female",28,"english","Yes","XY_X","XY","X","catdog","cat","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1268,"anon6","female",28,"english","Yes","X_Z","X","Z","cat","dog","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1269,"anon6","female",28,"english","Yes","XY_Z","XY","Z","catdog","ele","wrong","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1270,"anon6","female",28,"english","Yes","XY_X","XY","X","catele","cat","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1271,"anon6","female",28,"english","Yes","XY_XorY","XY","XorY","dogele","dogorele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1272,"anon6","female",28,"english","Yes","XY_XandY","XY","XandY","dogele","dogandele","right","to see what the opinion was and when/if neither was used given the particular statement","","binary"
1273,"anon60","female",25,"English","No","X_XorY","X","XorY","dog","catordog","right","I am not sure.","No issues","binary"
1274,"anon60","female",25,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","I am not sure.","No issues","binary"
1275,"anon60","female",25,"English","No","X_Z","X","Z","dog","cat","wrong","I am not sure.","No issues","binary"
1276,"anon60","female",25,"English","No","XY_Z","XY","Z","catele","dog","wrong","I am not sure.","No issues","binary"
1277,"anon60","female",25,"English","No","XY_X","XY","X","catele","cat","right","I am not sure.","No issues","binary"
1278,"anon60","female",25,"English","No","XY_Z","XY","Z","catdog","ele","wrong","I am not sure.","No issues","binary"
1279,"anon60","female",25,"English","No","XY_XorY","XY","XorY","catele","catorele","right","I am not sure.","No issues","binary"
1280,"anon60","female",25,"English","No","XY_Z","XY","Z","dogele","cat","wrong","I am not sure.","No issues","binary"
1281,"anon60","female",25,"English","No","X_XorY","X","XorY","ele","catorele","right","I am not sure.","No issues","binary"
1282,"anon60","female",25,"English","No","XY_X","XY","X","dogele","ele","right","I am not sure.","No issues","binary"
1283,"anon60","female",25,"English","No","X_Z","X","Z","ele","dog","wrong","I am not sure.","No issues","binary"
1284,"anon60","female",25,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","I am not sure.","No issues","binary"
1285,"anon60","female",25,"English","No","X_XorY","X","XorY","ele","dogorele","right","I am not sure.","No issues","binary"
1286,"anon60","female",25,"English","No","X_XandY","X","XandY","cat","catanddog","wrong","I am not sure.","No issues","binary"
1287,"anon60","female",25,"English","No","XY_X","XY","X","catdog","cat","right","I am not sure.","No issues","binary"
1288,"anon60","female",25,"English","No","X_XandY","X","XandY","ele","catandele","wrong","I am not sure.","No issues","binary"
1289,"anon60","female",25,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","I am not sure.","No issues","binary"
1290,"anon60","female",25,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","I am not sure.","No issues","binary"
1291,"anon60","female",25,"English","No","X_X","X","X","ele","ele","right","I am not sure.","No issues","binary"
1292,"anon60","female",25,"English","No","XY_XandY","XY","XandY","catele","catandele","right","I am not sure.","No issues","binary"
1293,"anon60","female",25,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","I am not sure.","No issues","binary"
1294,"anon60","female",25,"English","No","X_Z","X","Z","cat","dog","wrong","I am not sure.","No issues","binary"
1295,"anon60","female",25,"English","No","X_X","X","X","cat","cat","right","I am not sure.","No issues","binary"
1296,"anon60","female",25,"English","No","X_X","X","X","dog","dog","right","I am not sure.","No issues","binary"
1297,"anon61","female",35,"English","Yes","XY_XandY","XY","XandY","catele","catandele","right","Not sure.","No.","binary"
1298,"anon61","female",35,"English","Yes","XY_Z","XY","Z","dogele","cat","wrong","Not sure.","No.","binary"
1299,"anon61","female",35,"English","Yes","XY_Z","XY","Z","catele","dog","wrong","Not sure.","No.","binary"
1300,"anon61","female",35,"English","Yes","X_XandY","X","XandY","ele","catandele","wrong","Not sure.","No.","binary"
1301,"anon61","female",35,"English","Yes","XY_XorY","XY","XorY","catdog","catordog","right","Not sure.","No.","binary"
1302,"anon61","female",35,"English","Yes","X_X","X","X","ele","ele","right","Not sure.","No.","binary"
1303,"anon61","female",35,"English","Yes","X_X","X","X","cat","cat","right","Not sure.","No.","binary"
1304,"anon61","female",35,"English","Yes","XY_X","XY","X","catdog","dog","right","Not sure.","No.","binary"
1305,"anon61","female",35,"English","Yes","X_XorY","X","XorY","cat","catorele","right","Not sure.","No.","binary"
1306,"anon61","female",35,"English","Yes","XY_XandY","XY","XandY","catdog","catanddog","right","Not sure.","No.","binary"
1307,"anon61","female",35,"English","Yes","X_Z","X","Z","cat","ele","wrong","Not sure.","No.","binary"
1308,"anon61","female",35,"English","Yes","XY_X","XY","X","catele","cat","right","Not sure.","No.","binary"
1309,"anon61","female",35,"English","Yes","XY_XorY","XY","XorY","catele","catorele","right","Not sure.","No.","binary"
1310,"anon61","female",35,"English","Yes","X_Z","X","Z","ele","dog","wrong","Not sure.","No.","binary"
1311,"anon61","female",35,"English","Yes","X_XandY","X","XandY","dog","dogandele","wrong","Not sure.","No.","binary"
1312,"anon61","female",35,"English","Yes","X_XorY","X","XorY","dog","catordog","right","Not sure.","No.","binary"
1313,"anon61","female",35,"English","Yes","XY_XandY","XY","XandY","dogele","dogandele","right","Not sure.","No.","binary"
1314,"anon61","female",35,"English","Yes","XY_Z","XY","Z","catdog","ele","wrong","Not sure.","No.","binary"
1315,"anon61","female",35,"English","Yes","X_XorY","X","XorY","cat","catordog","right","Not sure.","No.","binary"
1316,"anon61","female",35,"English","Yes","X_X","X","X","dog","dog","right","Not sure.","No.","binary"
1317,"anon61","female",35,"English","Yes","X_XandY","X","XandY","cat","catandele","wrong","Not sure.","No.","binary"
1318,"anon61","female",35,"English","Yes","XY_XorY","XY","XorY","dogele","dogorele","right","Not sure.","No.","binary"
1319,"anon61","female",35,"English","Yes","X_Z","X","Z","ele","cat","wrong","Not sure.","No.","binary"
1320,"anon61","female",35,"English","Yes","XY_X","XY","X","catdog","cat","right","Not sure.","No.","binary"
1345,"anon63","female",24,"English","No","X_X","X","X","cat","cat","right","","","binary"
1346,"anon63","female",24,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","","","binary"
1347,"anon63","female",24,"English","No","XY_XorY","XY","XorY","catele","catorele","right","","","binary"
1348,"anon63","female",24,"English","No","X_XorY","X","XorY","cat","catordog","right","","","binary"
1349,"anon63","female",24,"English","No","XY_X","XY","X","dogele","ele","right","","","binary"
1350,"anon63","female",24,"English","No","XY_X","XY","X","catele","cat","right","","","binary"
1351,"anon63","female",24,"English","No","XY_XandY","XY","XandY","catele","catandele","right","","","binary"
1352,"anon63","female",24,"English","No","X_XorY","X","XorY","ele","dogorele","right","","","binary"
1353,"anon63","female",24,"English","No","XY_Z","XY","Z","catele","dog","wrong","","","binary"
1354,"anon63","female",24,"English","No","XY_Z","XY","Z","dogele","cat","wrong","","","binary"
1355,"anon63","female",24,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","","","binary"
1356,"anon63","female",24,"English","No","X_XandY","X","XandY","cat","catandele","wrong","","","binary"
1357,"anon63","female",24,"English","No","X_XorY","X","XorY","ele","catorele","right","","","binary"
1358,"anon63","female",24,"English","No","X_X","X","X","ele","ele","right","","","binary"
1359,"anon63","female",24,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","","","binary"
1360,"anon63","female",24,"English","No","X_Z","X","Z","ele","dog","wrong","","","binary"
1361,"anon63","female",24,"English","No","XY_X","XY","X","catdog","cat","right","","","binary"
1362,"anon63","female",24,"English","No","X_Z","X","Z","ele","cat","wrong","","","binary"
1363,"anon63","female",24,"English","No","XY_Z","XY","Z","catdog","ele","wrong","","","binary"
1364,"anon63","female",24,"English","No","X_XandY","X","XandY","ele","catandele","wrong","","","binary"
1365,"anon63","female",24,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","","","binary"
1366,"anon63","female",24,"English","No","X_X","X","X","dog","dog","right","","","binary"
1367,"anon63","female",24,"English","No","X_Z","X","Z","dog","cat","wrong","","","binary"
1368,"anon63","female",24,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","","","binary"
1369,"anon64","male",30,"English","No","XY_X","XY","X","dogele","dog","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1370,"anon64","male",30,"English","No","X_Z","X","Z","dog","cat","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1371,"anon64","male",30,"English","No","X_XorY","X","XorY","cat","catorele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1372,"anon64","male",30,"English","No","XY_Z","XY","Z","catele","dog","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1373,"anon64","male",30,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1374,"anon64","male",30,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1375,"anon64","male",30,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1376,"anon64","male",30,"English","No","X_X","X","X","ele","ele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1377,"anon64","male",30,"English","No","X_XandY","X","XandY","ele","catandele","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1378,"anon64","male",30,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1379,"anon64","male",30,"English","No","X_X","X","X","cat","cat","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1380,"anon64","male",30,"English","No","X_Z","X","Z","dog","ele","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1381,"anon64","male",30,"English","No","X_XandY","X","XandY","cat","catandele","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1382,"anon64","male",30,"English","No","XY_XandY","XY","XandY","catele","catandele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1383,"anon64","male",30,"English","No","X_Z","X","Z","ele","cat","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1384,"anon64","male",30,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1385,"anon64","male",30,"English","No","XY_Z","XY","Z","catdog","ele","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1386,"anon64","male",30,"English","No","X_XorY","X","XorY","dog","dogorele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1387,"anon64","male",30,"English","No","XY_X","XY","X","dogele","ele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1388,"anon64","male",30,"English","No","XY_Z","XY","Z","dogele","cat","wrong","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1389,"anon64","male",30,"English","No","X_X","X","X","dog","dog","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1390,"anon64","male",30,"English","No","X_XorY","X","XorY","cat","catordog","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1391,"anon64","male",30,"English","No","XY_XorY","XY","XorY","catele","catorele","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1392,"anon64","male",30,"English","No","XY_X","XY","X","catdog","dog","right","Seemed to have to do with logic and how we categorize things, especially when it comes to the correctness of the phrasing. ","","binary"
1393,"anon65","male",28,"English","No","XY_X","XY","X","catdog","dog","right","To see what decisions were correct to what was on the cards. ","","binary"
1394,"anon65","male",28,"English","No","X_Z","X","Z","cat","ele","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1395,"anon65","male",28,"English","No","X_XorY","X","XorY","dog","dogorele","right","To see what decisions were correct to what was on the cards. ","","binary"
1396,"anon65","male",28,"English","No","XY_XandY","XY","XandY","catele","catandele","right","To see what decisions were correct to what was on the cards. ","","binary"
1397,"anon65","male",28,"English","No","XY_Z","XY","Z","catdog","ele","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1398,"anon65","male",28,"English","No","X_X","X","X","cat","cat","right","To see what decisions were correct to what was on the cards. ","","binary"
1399,"anon65","male",28,"English","No","XY_Z","XY","Z","catele","dog","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1400,"anon65","male",28,"English","No","XY_X","XY","X","dogele","ele","right","To see what decisions were correct to what was on the cards. ","","binary"
1401,"anon65","male",28,"English","No","X_XandY","X","XandY","ele","catandele","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1402,"anon65","male",28,"English","No","X_X","X","X","ele","ele","right","To see what decisions were correct to what was on the cards. ","","binary"
1403,"anon65","male",28,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1404,"anon65","male",28,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1405,"anon65","male",28,"English","No","XY_XorY","XY","XorY","catele","catorele","right","To see what decisions were correct to what was on the cards. ","","binary"
1406,"anon65","male",28,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","To see what decisions were correct to what was on the cards. ","","binary"
1407,"anon65","male",28,"English","No","XY_Z","XY","Z","dogele","cat","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1408,"anon65","male",28,"English","No","X_XorY","X","XorY","cat","catorele","right","To see what decisions were correct to what was on the cards. ","","binary"
1409,"anon65","male",28,"English","No","X_Z","X","Z","dog","ele","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1410,"anon65","male",28,"English","No","XY_X","XY","X","catele","ele","right","To see what decisions were correct to what was on the cards. ","","binary"
1411,"anon65","male",28,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","To see what decisions were correct to what was on the cards. ","","binary"
1412,"anon65","male",28,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","To see what decisions were correct to what was on the cards. ","","binary"
1413,"anon65","male",28,"English","No","X_X","X","X","dog","dog","right","To see what decisions were correct to what was on the cards. ","","binary"
1414,"anon65","male",28,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","To see what decisions were correct to what was on the cards. ","","binary"
1415,"anon65","male",28,"English","No","X_Z","X","Z","cat","dog","wrong","To see what decisions were correct to what was on the cards. ","","binary"
1416,"anon65","male",28,"English","No","X_XorY","X","XorY","cat","catordog","right","To see what decisions were correct to what was on the cards. ","","binary"
1417,"anon66","male",31,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.","thank you!","quatenary"
1418,"anon66","male",31,"english","No","X_X","X","X","ele","ele","right","I believe the goal of the experiment is to see how people judge what is correct or not when given incomplete answers.","thank you!","quatenary"
